UR	SR
m.j.u2.t.ʌ0.n.ɪ1.ɹ	m.j.u2.ɾ.ʌ0.n.ɪ1.ɹ
ɹ.i2.ʌ0.s.ɚ1.t.ɪ0.d	ɹ.i2.ʌ0.s.ɚ1.ɾ.ɪ0.d
ɹ.ɛ1.t.ɪ0.n.dʒ.ɚ0	ɹ.ɛ1.ɾ.ɪ0.n.dʒ.0
b.ɪ0.l.oʊ1.t.ʌ0	b.ɪ0.l.oʊ1.ɾ.0
f.l.i1.t.ɪ0.ŋ.l.i0	f.l.i1.ɾ.ɪ0.ŋ.l.0
ɹ.ɛ1.t.ɪ0.g	ɹ.ɛ1.ɾ.ɪ0.g
p.i1.t.ɚ0.b.ɪ2.l.t	p.i1.ɾ.ɚ0.b.ɪ2.l.t
k.æ1.t.ʌ0.k.oʊ2.m.z	k.æ1.ɾ.ʌ0.k.oʊ2.m.z
b.ɑ1.t.ɪ0.ŋ	b.ɑ1.ɾ.ɪ0.ŋ
m.oʊ0.l.i1.t.ɚ0	m.oʊ0.l.i1.ɾ.0
b.eɪ2.t.oʊ0.v.i1.n.i0.ʌ0.n	b.eɪ2.ɾ.oʊ0.v.i1.n.i0.ʌ0.n
p.l.æ1.t.ʌ0.n.ʌ0.m.z	p.l.æ1.ɾ.ʌ0.n.ʌ0.m.z
k.eɪ1.t.oʊ0	k.eɪ1.ɾ.0
s.t.ɹ.ɔ1.t.ɚ0	s.t.ɹ.ɔ1.ɾ.0
w.ɔ1.t.ɚ0.s.t.aɪ0.n	w.ɔ1.ɾ.ɚ0.s.t.aɪ0.n
f.oʊ1.t.oʊ0.k.ɑ2.p.i0.ɪ0.ŋ	f.oʊ1.ɾ.oʊ0.k.ɑ2.p.i0.ɪ0.ŋ
h.i1.t.ɪ0.d.l.i0	h.i1.ɾ.ɪ0.d.l.0
ɪ0.k.w.eɪ1.t.ɚ0	ɪ.k.w.eɪ1.ɾ.0
ɹ.i0.l.eɪ1.t.ɪ0.d	ɹ.i0.l.eɪ1.ɾ.ɪ0.d
t.ɪ1.t.ʌ0.l.eɪ2.t.ɪ0.d	t.ɪ1.ɾ.ʌ0.l.eɪ2.ɾ.ɪ0.d
m.ɚ1.t.ʌ0.g	m.ɚ1.ɾ.ʌ0.g
f.ɪ1.k.s.eɪ2.t.ɪ0.d	f.ɪ1.k.s.eɪ2.ɾ.ɪ0.d
g.ɑ0.l.ɛ1.t.i0	g.ɑ0.l.ɛ1.ɾ.0
s.w.i1.t.ɪ0.ŋ	s.w.i1.ɾ.ɪ0.ŋ
s.t.ɹ.æ1.t.ɪ0.dʒ.ɛ0.m	s.t.ɹ.æ1.ɾ.ɪ0.dʒ.ɛ0.m
k.ʌ1.t.i0	k.ʌ1.ɾ.0
æ0.k.s.ɛ1.n.tʃ.u0.eɪ2.t.ɪ0.d	æ.k.s.ɛ1.n.tʃ.u0.eɪ2.ɾ.ɪ0.d
g.ʌ0.m.i1.t.ʌ0.f.aɪ2.t	g.ʌ0.m.i1.ɾ.ʌ0.f.aɪ2.t
ʌ2.n.ɪ0.n.v.aɪ1.t.ɪ0.ŋ	ʌ.n.ɪ0.n.v.aɪ1.ɾ.ɪ0.ŋ
n.i1.ɹ.s.aɪ2.t.ɪ0.d	n.i1.ɹ.s.aɪ2.ɾ.ɪ0.d
ɪ1.t.ʌ0.d	ɪ.ɾ.ʌ0.d
d.ɪ0.t.ɪ1.ɹ.i0.ɚ0.eɪ2.t.ɪ0.d	d.ɪ0.t.ɪ1.ɹ.i0.ɚ0.eɪ2.ɾ.ɪ0.d
p.ɛ1.t.ɪ0.d	p.ɛ1.ɾ.ɪ0.d
d.ɪ0.l.ɪ1.b.ɚ0.eɪ2.t.ɪ0.ŋ	d.ɪ0.l.ɪ1.b.ɚ0.eɪ2.ɾ.ɪ0.ŋ
m.eɪ1.t.i0	m.eɪ1.ɾ.0
t.ɛ2.l.ʌ0.m.æ1.t.ɪ0.k	t.ɛ2.l.ʌ0.m.æ1.ɾ.ɪ0.k
g.ɛ1.t.i0	g.ɛ1.ɾ.0
b.ɑ1.t.ʌ0.l.n.ɛ2.k.s	b.ɑ1.ɾ.ʌ0.l.n.ɛ2.k.s
l.ʌ0.dʒ.ɪ1.t.ʌ0.m.ʌ0.t	l.ʌ0.dʒ.ɪ1.ɾ.ʌ0.m.ʌ0.t
ɪ0.k.w.eɪ1.t.ɚ0.z	ɪ.k.w.eɪ1.ɾ.ɚ0.z
s.w.i1.t.ʌ0.n.ɪ0.ŋ	s.w.i1.ɾ.ʌ0.n.ɪ0.ŋ
p.æ1.t.i1	p.æ1.ɾ.1
g.ɑ1.t.oʊ2.s	g.ɑ1.ɾ.oʊ2.s
l.ɪ0.dʒ.ɪ1.t.ʌ0.m.aɪ2.z	l.ɪ0.dʒ.ɪ1.ɾ.ʌ0.m.aɪ2.z
l.ɪ1.t.ʌ0.l.b.ɔɪ2	l.ɪ1.ɾ.ʌ0.l.b.2
s.ɪ1.m.j.ʌ0.l.eɪ2.t.ɚ0.z	s.ɪ1.m.j.ʌ0.l.eɪ2.ɾ.ɚ0.z
aʊ1.t.ɪ0.dʒ.ɪ0.z	a.ɾ.ɪ0.dʒ.ɪ0.z
oʊ2.v.ɚ0.ɛ0.k.s.aɪ1.t.ɪ0.ŋ	o.v.ɚ0.ɛ0.k.s.aɪ1.ɾ.ɪ0.ŋ
b.æ1.t.ʌ0.n.ɪ0.ŋ	b.æ1.ɾ.ʌ0.n.ɪ0.ŋ
g.ɛ1.t.i0.z.b.ɚ0.g.z	g.ɛ1.ɾ.i0.z.b.ɚ0.g.z
m.ɑ0.h.ɑ0.b.ɚ0.ɑ1.t.ʌ0	m.ɑ0.h.ɑ0.b.ɚ0.ɑ1.ɾ.0
ɪ2.n.t.ɛ1.ɹ.ʌ0.g.eɪ2.t.ɪ0.ŋ	ɪ.n.t.ɛ1.ɹ.ʌ0.g.eɪ2.ɾ.ɪ0.ŋ
eɪ1.t.i1.n	e.ɾ.i1.n
k.ʌ0.m.p.l.i1.t.ɪ0.d	k.ʌ0.m.p.l.i1.ɾ.ɪ0.d
m.i0.j.ɑ0.s.ɑ1.t.oʊ0	m.i0.j.ɑ0.s.ɑ1.ɾ.0
l.i1.t.ɛ0.m	l.i1.ɾ.ɛ0.m
æ1.n.t.ʌ0.k.w.eɪ2.t.ɪ0.d	æ.n.t.ʌ0.k.w.eɪ2.ɾ.ɪ0.d
s.u1.t.ʌ0.b.ʌ0.l	s.u1.ɾ.ʌ0.b.ʌ0.l
p.l.ʊ2.ɹ.aɪ1.t.ʌ0.s	p.l.ʊ2.ɹ.aɪ1.ɾ.ʌ0.s
l.ɛ1.t.ʌ0.l.i0.ɚ0	l.ɛ1.ɾ.ʌ0.l.i0.0
m.æ1.t.ʌ0.d.ɔ2.ɹ	m.æ1.ɾ.ʌ0.d.ɔ2.ɹ
s.t.ʌ1.t.ɚ0	s.t.ʌ1.ɾ.0
d.ɛ2.t.ʌ0.n.eɪ1.ʃ.ʌ0.n.z	d.ɛ2.ɾ.ʌ0.n.eɪ1.ʃ.ʌ0.n.z
eɪ2.p.ʌ0.l.ɪ1.t.ɪ0.k.ʌ0.l	e.p.ʌ0.l.ɪ1.ɾ.ɪ0.k.ʌ0.l
ɛ0.g.z.ɑ1.t.ɪ0.k.s	ɛ.g.z.ɑ1.ɾ.ɪ0.k.s
ɛ2.t.ɪ0.m.ɑ1.l.ʌ0.dʒ.i0	ɛ.ɾ.ɪ0.m.ɑ1.l.ʌ0.dʒ.0
b.aɪ1.t.ʌ0.l	b.aɪ1.ɾ.ʌ0.l
k.ɹ.i0.eɪ1.t.ɪ0.d	k.ɹ.i0.eɪ1.ɾ.ɪ0.d
s.ɪ1.tʃ.u0.eɪ2.t.ɪ0.d	s.ɪ1.tʃ.u0.eɪ2.ɾ.ɪ0.d
ʌ0.n.k.ɹ.ɪ1.t.ɪ0.k.l.i0	ʌ.n.k.ɹ.ɪ1.ɾ.ɪ0.k.l.0
s.l.ɪ1.t.ɪ0.ŋ	s.l.ɪ1.ɾ.ɪ0.ŋ
ʃ.l.ɑ1.t.ɚ0	ʃ.l.ɑ1.ɾ.0
d.ɪ0.k.t.eɪ1.t.ɚ0	d.ɪ0.k.t.eɪ1.ɾ.0
p.ɑ1.t.ɪ0.d	p.ɑ1.ɾ.ɪ0.d
ɹ.u1.t.ʌ0.b.eɪ0.g.ʌ0.z	ɹ.u1.ɾ.ʌ0.b.eɪ0.g.ʌ0.z
n.oʊ1.t.ʌ0.f.aɪ2.z	n.oʊ1.ɾ.ʌ0.f.aɪ2.z
t.oʊ2.t.æ2.l.ɪ0.t.ɛ1.ɹ.i0.ʌ0.n	t.oʊ2.ɾ.æ2.l.ɪ0.t.ɛ1.ɹ.i0.ʌ0.n
d.aɪ2.u0.ɹ.ɛ1.t.ɪ0.k	d.aɪ2.u0.ɹ.ɛ1.ɾ.ɪ0.k
b.aɪ2.t.u1.m.ʌ0.n	b.aɪ2.ɾ.u1.m.ʌ0.n
w.ɔ1.t.ɚ0.f.ɚ0.d	w.ɔ1.ɾ.ɚ0.f.ɚ0.d
t.oʊ1.t.ʌ0.l.ɪ0.ŋ	t.oʊ1.ɾ.ʌ0.l.ɪ0.ŋ
b.j.u1.t.ɪ0.n.h.ɔ0.f	b.j.u1.ɾ.ɪ0.n.h.ɔ0.f
h.ɑ1.t.ʌ0.l	h.ɑ1.ɾ.ʌ0.l
ɪ2.n.h.ɑ0.s.p.ɪ1.t.ʌ0.b.ʌ0.l	ɪ.n.h.ɑ0.s.p.ɪ1.ɾ.ʌ0.b.ʌ0.l
s.k.aʊ1.t.ɚ0.z	s.k.aʊ1.ɾ.ɚ0.z
s.ʌ1.t.ʌ0.l.t.i0.z	s.ʌ1.ɾ.ʌ0.l.t.i0.z
æ1.k.t.ɪ0.v.eɪ2.t.ɪ0.d	æ.k.t.ɪ0.v.eɪ2.ɾ.ɪ0.d
ʌ2.n.ɹ.i0.l.eɪ1.t.ɪ0.d	ʌ.n.ɹ.i0.l.eɪ1.ɾ.ɪ0.d
b.ɚ0.t.oʊ0.l.oʊ1.t.i0	b.ɚ0.t.oʊ0.l.oʊ1.ɾ.0
b.ɪ0.n.ʌ0.n.ɑ1.t.i0	b.ɪ0.n.ʌ0.n.ɑ1.ɾ.0
p.ɑ2.t.ɑ1.s	p.ɑ2.ɾ.ɑ1.s
t.æ2.t.u1.d	t.æ2.ɾ.u1.d
k.ɚ1.t.ʌ0.n	k.ɚ1.ɾ.ʌ0.n
n.ɑ1.t.ʌ0	n.ɑ1.ɾ.0
ɹ.ɪ0.t.æ1.l.i0.eɪ2.t.ɪ0.ŋ	ɹ.ɪ0.t.æ1.l.i0.eɪ2.ɾ.ɪ0.ŋ
ɔ1.t.ɑ2.p.s.i0.z	ɔ.ɾ.ɑ2.p.s.i0.z
k.æ1.t.oʊ0	k.æ1.ɾ.0
s.t.ɹ.eɪ1.t.ʌ0.n.z	s.t.ɹ.eɪ1.ɾ.ʌ0.n.z
l.eɪ1.t.ɛ0.k.s.ɪ0.z	l.eɪ1.ɾ.ɛ0.k.s.ɪ0.z
ɪ2.m.p.ɚ0.ɑ1.t.oʊ0	ɪ.m.p.ɚ0.ɑ1.ɾ.0
b.ʊ1.l.ʃ.ɪ2.t.ɪ0.ŋ	b.ʊ1.l.ʃ.ɪ2.ɾ.ɪ0.ŋ
eɪ1.t.ʌ0.n	e.ɾ.ʌ0.n
ʃ.ʌ1.t.ʌ0.l	ʃ.ʌ1.ɾ.ʌ0.l
m.oʊ1.t.ɚ0.k.ɑ2.ɹ	m.oʊ1.ɾ.ɚ0.k.ɑ2.ɹ
ʌ0.n.k.oʊ1.t.ɪ0.d	ʌ.n.k.oʊ1.ɾ.ɪ0.d
d.eɪ1.t.aɪ2.m.z	d.eɪ1.ɾ.aɪ2.m.z
z.l.ɔ1.t.i0.z	z.l.ɔ1.ɾ.i0.z
d.ɪ0.k.ɑ1.t.oʊ0	d.ɪ0.k.ɑ1.ɾ.0
d.eɪ1.t.ʌ0.n.z	d.eɪ1.ɾ.ʌ0.n.z
m.æ1.t.ɪ0.k	m.æ1.ɾ.ɪ0.k
p.ɛ2.ɹ.ʌ0.l.ɪ1.t.ɪ0.k	p.ɛ2.ɹ.ʌ0.l.ɪ1.ɾ.ɪ0.k
ɪ2.n.v.ɛ1.s.t.ʌ0.g.eɪ2.t.ʌ0.d	ɪ.n.v.ɛ1.s.t.ʌ0.g.eɪ2.ɾ.ʌ0.d
ʌ0.l.i1.t.oʊ0	ʌ.l.i1.ɾ.0
ɑ1.t.ʌ0.s.ʌ0.n	ɑ.ɾ.ʌ0.s.ʌ0.n
æ1.n.t.i2.t.ɚ0.z	æ.n.t.i2.ɾ.ɚ0.z
ɪ0.k.s.aɪ1.t.ɪ0.ŋ	ɪ.k.s.aɪ1.ɾ.ɪ0.ŋ
ɪ0.l.ɪ1.m.ʌ0.n.eɪ2.t.ʌ0.d	ɪ.l.ɪ1.m.ʌ0.n.eɪ2.ɾ.ʌ0.d
ɹ.i0.ɪ1.t.ɚ0.eɪ2.t	ɹ.i0.ɪ1.ɾ.ɚ0.eɪ2.t
g.ɹ.ɑ0.n.ɑ1.t.oʊ0	g.ɹ.ɑ0.n.ɑ1.ɾ.0
b.ɛ1.t.ɪ0.n	b.ɛ1.ɾ.ɪ0.n
m.æ0.g.n.ɛ1.t.i0	m.æ0.g.n.ɛ1.ɾ.0
h.w.ɛ1.t.ɪ0.d	h.w.ɛ1.ɾ.ɪ0.d
ɹ.i0.s.ɚ1.t.ʌ0.f.aɪ0	ɹ.i0.s.ɚ1.ɾ.ʌ0.f.0
g.ɛ1.t.ʌ0.w.eɪ2.z	g.ɛ1.ɾ.ʌ0.w.eɪ2.z
aɪ1.t.ʌ0.m	a.ɾ.ʌ0.m
eɪ1.t.i1.n.θ	e.ɾ.i1.n.θ
ɹ.ɛ1.t.ɪ0.n.ɔɪ0.d.z	ɹ.ɛ1.ɾ.ɪ0.n.ɔɪ0.d.z
p.ɑ1.t.ɛ0.k	p.ɑ1.ɾ.ɛ0.k
ʃ.u1.t.ɪ0.ŋ	ʃ.u1.ɾ.ɪ0.ŋ
z.eɪ1.t.ɛ2.k	z.eɪ1.ɾ.ɛ2.k
ɹ.eɪ1.n.w.ɔ2.t.ɚ0	ɹ.eɪ1.n.w.ɔ2.ɾ.0
ɑ1.t.ʌ0.m.ʌ0.n	ɑ.ɾ.ʌ0.m.ʌ0.n
ɹ.i1.t.eɪ2.l.ɚ0	ɹ.i1.ɾ.eɪ2.l.0
p.oʊ1.s.t.n.eɪ1.t.ʌ0.l	p.oʊ1.s.t.n.eɪ1.ɾ.ʌ0.l
s.i2.t.ɪ0.v.i1.n.i0	s.i2.ɾ.ɪ0.v.i1.n.0
b.i0.n.aɪ1.t.ɪ0.ŋ	b.i0.n.aɪ1.ɾ.ɪ0.ŋ
t.aʊ1.t.ɪ0.ŋ	t.aʊ1.ɾ.ɪ0.ŋ
k.ʌ0.n.v.ɚ1.t.ʌ0.b.ʌ0.l	k.ʌ0.n.v.ɚ1.ɾ.ʌ0.b.ʌ0.l
dʒ.u0.l.i0.ɛ1.t.ʌ0	d.u0.l.i0.ɛ1.ɾ.0
g.ʌ1.t.ʌ0.n.b.ɚ0.g	g.ʌ1.ɾ.ʌ0.n.b.ɚ0.g
f.ɚ1.t.ɪ0.v	f.ɚ1.ɾ.ɪ0.v
m.ʌ1.t.ɚ0.ɪ0.ŋ	m.ʌ1.ɾ.ɚ0.ɪ0.ŋ
m.ɛ1.d.ɪ0.k.eɪ2.t.ɪ0.d	m.ɛ1.d.ɪ0.k.eɪ2.ɾ.ɪ0.d
g.ɑ0.l.ɑ1.t.ɑ0.z	g.ɑ0.l.ɑ1.ɾ.ɑ0.z
p.ɛ1.ɹ.ʌ0.ʃ.u2.t.ɪ0.ŋ	p.ɛ1.ɹ.ʌ0.ʃ.u2.ɾ.ɪ0.ŋ
ɹ.i0.m.ɪ1.t.ʌ0.n.s.ɪ0.z	ɹ.i0.m.ɪ1.ɾ.ʌ0.n.s.ɪ0.z
p.ɹ.oʊ1.t.ɛ2.s	p.ɹ.oʊ1.ɾ.ɛ2.s
h.w.aɪ1.t.ɪ0.ŋ	h.w.aɪ1.ɾ.ɪ0.ŋ
ɹ.ʌ0.b.ɚ1.t.i0	ɹ.ʌ0.b.ɚ1.ɾ.0
k.ɹ.æ1.t.ʌ0.n	k.ɹ.æ1.ɾ.ʌ0.n
ɑ1.k.s.ʌ0.dʒ.ʌ0.n.eɪ2.t.ʌ0.d	ɑ.k.s.ʌ0.dʒ.ʌ0.n.eɪ2.ɾ.ʌ0.d
s.p.i1.tʃ.ɹ.aɪ2.t.ɚ0.z	s.p.i1.tʃ.ɹ.aɪ2.ɾ.ɚ0.z
g.ɹ.eɪ1.t.ɚ0	g.ɹ.eɪ1.ɾ.0
j.u1.ɹ.oʊ0.f.aɪ2.t.ɚ0.z	j.u1.ɹ.oʊ0.f.aɪ2.ɾ.ɚ0.z
ɪ1.n.ʌ0.g.ɹ.eɪ2.t.ɪ0.d.z	ɪ.n.ʌ0.g.ɹ.eɪ2.ɾ.ɪ0.d.z
i1.p.oʊ0.l.i1.t.oʊ0	i.p.oʊ0.l.i1.ɾ.0
f.ɹ.aɪ1.t.ʌ0.g	f.ɹ.aɪ1.ɾ.ʌ0.g
v.ɚ1.t.ʌ0.b.ɹ.æ0.k	v.ɚ1.ɾ.ʌ0.b.ɹ.æ0.k
s.k.w.ɑ1.t.ɚ0.z	s.k.w.ɑ1.ɾ.ɚ0.z
ɛ2.t.i2.aɪ1.z	ɛ.ɾ.i2.aɪ1.z
k.æ1.t.ɛ0.n	k.æ1.ɾ.ɛ0.n
p.ɛ0.t.i0.n.ɑ1.t.oʊ0	p.ɛ0.t.i0.n.ɑ1.ɾ.0
ʌ0.v.ɚ1.t.ɪ0.ŋ	ʌ.v.ɚ1.ɾ.ɪ0.ŋ
n.aɪ1.t.ɪ0.ŋ.g.eɪ0.l	n.aɪ1.ɾ.ɪ0.ŋ.g.eɪ0.l
s.i0.u1.t.oʊ0	s.i0.u1.ɾ.0
k.ɑ0.m.i0.n.i1.t.i0	k.ɑ0.m.i0.n.i1.ɾ.0
k.ɔ0.m.ʌ0.t.eɪ1.t.ʌ0.s	k.ɔ0.m.ʌ0.t.eɪ1.ɾ.ʌ0.s
w.ɪ1.t.i0.ɚ0	w.ɪ1.ɾ.i0.0
ɪ1.ɹ.ʌ0.g.eɪ2.t.ɚ0	ɪ.ɹ.ʌ0.g.eɪ2.ɾ.0
s.k.ɪ1.t.ɪ0.ʃ	s.k.ɪ1.ɾ.ɪ0.ʃ
w.ɪ1.t.ɪ0.t	w.ɪ1.ɾ.ɪ0.t
ɪ2.n.v.aɪ1.t.ʌ0.d	ɪ.n.v.aɪ1.ɾ.ʌ0.d
d.eɪ1.t.ʌ0.k.w.ɛ2.s.t	d.eɪ1.ɾ.ʌ0.k.w.ɛ2.s.t
ʌ1.n.d.ɚ0.k.ʌ2.t.ɪ0.ŋ	ʌ.n.d.ɚ0.k.ʌ2.ɾ.ɪ0.ŋ
f.eɪ1.t.ʌ0.l	f.eɪ1.ɾ.ʌ0.l
tʃ.æ2.t.ɪ0.h.ɑ1.tʃ.i0.z	t.æ2.ɾ.ɪ0.h.ɑ1.tʃ.i0.z
t.ɑ1.t.ɑ0	t.ɑ1.ɾ.0
s.ɚ1.t.ʌ0.n.t.i2.d	s.ɚ1.ɾ.ʌ0.n.t.i2.d
k.oʊ0.dʒ.ɛ1.n.ɚ0.eɪ2.t.ɚ0.z	k.oʊ0.dʒ.ɛ1.n.ɚ0.eɪ2.ɾ.ɚ0.z
d.æ1.t.ʌ0.z	d.æ1.ɾ.ʌ0.z
ʌ1.n.d.ɚ0.ɹ.aɪ2.t.ɚ0.z	ʌ.n.d.ɚ0.ɹ.aɪ2.ɾ.ɚ0.z
k.ʌ0.n.ɛ1.t.ʌ0.k.ʌ0.t	k.ʌ0.n.ɛ1.ɾ.ʌ0.k.ʌ0.t
æ1.k.t.ʌ0.v.eɪ2.t.ɪ0.ŋ	æ.k.t.ʌ0.v.eɪ2.ɾ.ɪ0.ŋ
m.i2.t.i0.ɚ0.ɑ1.l.ʌ0.dʒ.i0	m.i2.ɾ.i0.ɚ0.ɑ1.l.ʌ0.dʒ.0
ɪ0.k.w.eɪ1.t.ɪ0.d	ɪ.k.w.eɪ1.ɾ.ɪ0.d
b.ɹ.æ1.t.ʌ0.n	b.ɹ.æ1.ɾ.ʌ0.n
m.ɪ1.t.ʌ0.g	m.ɪ1.ɾ.ʌ0.g
ʌ2.n.d.ʌ0.l.u1.t.ɪ0.d	ʌ.n.d.ʌ0.l.u1.ɾ.ɪ0.d
k.æ1.l.k.j.ʌ0.l.eɪ2.t.ɪ0.ŋ	k.æ1.l.k.j.ʌ0.l.eɪ2.ɾ.ɪ0.ŋ
f.ɪ1.t.ʌ0.n	f.ɪ1.ɾ.ʌ0.n
v.i0.oʊ0.l.ɛ1.t.ʌ0	v.i0.oʊ0.l.ɛ1.ɾ.0
ɛ1.m.ʌ0.g.ɹ.eɪ2.t.ɪ0.ŋ	ɛ.m.ʌ0.g.ɹ.eɪ2.ɾ.ɪ0.ŋ
p.l.ɑ1.t.ɛ0.k	p.l.ɑ1.ɾ.ɛ0.k
n.ɑ1.t.ɪ0.dʒ	n.ɑ1.ɾ.ɪ0.ʒ
ɑ0.ɹ.i1.t.ʌ0	ɑ.ɹ.i1.ɾ.0
s.ɑ0.p.ɔ0.ɹ.i1.t.oʊ0	s.ɑ0.p.ɔ0.ɹ.i1.ɾ.0
k.æ1.t.ʌ0.p.ʌ0.l.t.s	k.æ1.ɾ.ʌ0.p.ʌ0.l.t.s
f.ɚ0.g.ɛ1.t.ʌ0.b.ʌ0.l	f.ɚ0.g.ɛ1.ɾ.ʌ0.b.ʌ0.l
aʊ1.t.w.ɪ2.t.ʌ0.d	a.t.w.ɪ2.ɾ.ʌ0.d
d.ɪ0.b.ɛ0.n.ʌ0.d.ɛ1.t.oʊ0	d.ɪ0.b.ɛ0.n.ʌ0.d.ɛ1.ɾ.0
f.ɔ0.ɹ.t.u0.n.ɑ1.t.oʊ0	f.ɔ0.ɹ.t.u0.n.ɑ1.ɾ.0
h.ɚ1.t.ʌ0.l	h.ɚ1.ɾ.ʌ0.l
h.ɛ1.t.ɚ0.ʌ0.d.ɑ2.k.s.i0	h.ɛ1.ɾ.ɚ0.ʌ0.d.ɑ2.k.s.0
b.ɛ1.t.ɪ0.n.d.ɔ0.ɹ.f	b.ɛ1.ɾ.ɪ0.n.d.ɔ0.ɹ.f
m.ɛ2.t.ʌ0.l.g.ɛ1.s.ʌ0.l.ʃ.æ2.f.t	m.ɛ2.ɾ.ʌ0.l.g.ɛ1.s.ʌ0.l.ʃ.æ2.f.t
s.ɛ1.t.i0	s.ɛ1.ɾ.0
ɹ.oʊ0.z.ɛ1.t.ʌ0	ɹ.oʊ0.z.ɛ1.ɾ.0
l.ɪ2.p.ʌ0.p.ɹ.oʊ1.t.i0.n	l.ɪ2.p.ʌ0.p.ɹ.oʊ1.ɾ.i0.n
f.oʊ2.t.ʌ0.g.ɹ.æ1.f.ɪ0.k	f.oʊ2.ɾ.ʌ0.g.ɹ.æ1.f.ɪ0.k
n.i1.t.ʌ0.s.t	n.i1.ɾ.ʌ0.s.t
w.aɪ1.t.w.ɔ2.t.ɚ0	w.aɪ1.t.w.ɔ2.ɾ.0
d.ɪ0.p.l.i1.t.ɚ0.z	d.ɪ0.p.l.i1.ɾ.ɚ0.z
d.ɛ0.m.i1.t.ɚ0	d.ɛ0.m.i1.ɾ.0
k.ɹ.i1.t.ʌ0.n	k.ɹ.i1.ɾ.ʌ0.n
ɔ1.t.oʊ0.p.ɑ2.ɹ.t.s	ɔ.ɾ.oʊ0.p.ɑ2.ɹ.t.s
æ2.n.ɪ0.k.d.oʊ1.t.ʌ0.l	æ.n.ɪ0.k.d.oʊ1.ɾ.ʌ0.l
l.ʌ0.dʒ.ɪ1.t.ʌ0.m.aɪ2.z	l.ʌ0.dʒ.ɪ1.ɾ.ʌ0.m.aɪ2.z
æ1.t.ʌ0.b.ɔɪ2.z	æ.ɾ.ʌ0.b.ɔɪ2.z
p.ɑ0.ɹ.t.ɪ1.s.ʌ0.p.eɪ2.t.ʌ0.d	p.ɑ0.ɹ.t.ɪ1.s.ʌ0.p.eɪ2.ɾ.ʌ0.d
l.æ1.m.ʌ0.n.eɪ2.t.ʌ0.d	l.æ1.m.ʌ0.n.eɪ2.ɾ.ʌ0.d
ɛ0.n.t.aɪ1.t.ʌ0.l.m.ʌ0.n.t.s	ɛ.n.t.aɪ1.ɾ.ʌ0.l.m.ʌ0.n.t.s
n.aɪ1.t.ʌ0.n	n.aɪ1.ɾ.ʌ0.n
s.k.ɑ2.ɹ.p.ɪ0.n.ɑ1.t.oʊ0	s.k.ɑ2.ɹ.p.ɪ0.n.ɑ1.ɾ.0
ɛ1.t.ɪ0.ŋ.ɚ0.z	ɛ.ɾ.ɪ0.ŋ.ɚ0.z
f.oʊ2.t.oʊ0.d.aɪ0.n.æ1.m.ɪ0.k	f.oʊ2.ɾ.oʊ0.d.aɪ0.n.æ1.m.ɪ0.k
b.j.u1.t.ʌ0.f.ʌ0.l.ʌ0.s.t	b.j.u1.ɾ.ʌ0.f.ʌ0.l.ʌ0.s.t
p.ɑ2.l.i2.b.j.u1.t.ʌ0.l.i2.n	p.ɑ2.l.i2.b.j.u1.ɾ.ʌ0.l.i2.n
p.ʌ1.t.ɚ0.ɚ0	p.ʌ1.ɾ.ɚ0.0
ɹ.aɪ1.t.oʊ0	ɹ.aɪ1.ɾ.0
s.ɪ1.t.ɪ0.g	s.ɪ1.ɾ.ɪ0.g
s.l.aɪ1.t.ʌ0.s.t	s.l.aɪ1.ɾ.ʌ0.s.t
t.ɹ.ɑ1.t.ʌ0.n	t.ɹ.ɑ1.ɾ.ʌ0.n
l.ɑ1.t.eɪ2	l.ɑ1.ɾ.2
ʌ0.n.ɛ1.dʒ.ʊ0.k.eɪ2.t.ɪ0.d	ʌ.n.ɛ1.dʒ.ʊ0.k.eɪ2.ɾ.ɪ0.d
m.j.u1.t.ɪ0.d	m.j.u1.ɾ.ɪ0.d
s.æ1.t.ʌ0.l.aɪ2.t.s	s.æ1.ɾ.ʌ0.l.aɪ2.t.s
k.i2.aʊ1.t.u2	k.i2.aʊ1.ɾ.2
ɛ0.n.t.aɪ1.t.ʌ0.l.ɪ0.ŋ	ɛ.n.t.aɪ1.ɾ.ʌ0.l.ɪ0.ŋ
n.ɪ1.t.ɚ0	n.ɪ1.ɾ.0
p.ɚ0.f.ɛ1.t.oʊ0	p.ɚ0.f.ɛ1.ɾ.0
ɹ.eɪ1.d.i0.eɪ2.t.ɚ0	ɹ.eɪ1.d.i0.eɪ2.ɾ.0
s.w.ɛ1.t.ɚ0	s.w.ɛ1.ɾ.0
m.æ1.t.aɪ0	m.æ1.ɾ.0
s.p.oʊ1.t.oʊ0	s.p.oʊ1.ɾ.0
ɔ2.t.ʌ0.m.æ1.t.ɪ0.k	ɔ.ɾ.ʌ0.m.æ1.ɾ.ɪ0.k
ɪ2.ŋ.k.ɑ1.t.ʌ2.z	ɪ.ŋ.k.ɑ1.ɾ.ʌ2.z
g.æ1.t.ɪ0.s	g.æ1.ɾ.ɪ0.s
b.ɹ.ɛ1.t.ʌ0.n	b.ɹ.ɛ1.ɾ.ʌ0.n
t.ɑ2.t.ɑ1.ɹ.z	t.ɑ2.ɾ.ɑ1.ɹ.z
p.ɹ.oʊ1.t.ʌ0.k.ɔ2.l	p.ɹ.oʊ1.ɾ.ʌ0.k.ɔ2.l
